overall_rating,potential,wage,release_clause_euro,club_rating,reactions,composure,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,value
73,78,0,0.049487704,75,73,70,59,59,59,56,57,57,57,56,57,57,57,57,60,60,60,57,4500000
58,67,0,0.001386477,67,44,43,57,57,57,59,57,57,57,59,54,54,54,57,46,46,46,57,200000
61,76,0.017621145,0.023071754,63,53,50,62,62,62,63,62,62,62,63,62,62,62,63,58,58,58,63,550000
74,74,0,0.043981841,75,66,68,54,54,54,50,51,51,51,50,52,52,52,52,58,58,58,52,4200000
73,73,0.017621145,0.015451456,64,63,61,74,74,74,75,75,75,75,75,74,74,74,75,71,71,71,75,2100000
73,73,0.019823789,0.029966915,71,65,70,67,67,67,74,72,72,72,74,73,73,73,73,68,68,68,73,3800000
69,69,0.024229075,0.008944526,73,70,66,45,45,45,43,42,42,42,43,43,43,43,45,49,49,49,45,925000
69,75,0.00660793,0.011947724,68,65,67,64,64,64,70,68,68,68,70,69,69,69,69,65,65,65,69,1500000
71,71,0.013215859,0.01445039,72,62,62,56,56,56,57,58,58,58,57,60,60,60,60,63,63,63,60,1800000
50,69,0,0.000530565,63,41,36,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,50000
68,72,0,0.006942394,67,65,56,53,53,53,58,56,56,56,58,58,58,58,61,60,60,60,61,975000
66,66,0.004405286,0.005440794,65,61,52,62,62,62,65,64,64,64,65,63,63,63,66,62,62,62,66,625000
63,63,0.004405286,0.001967095,65,70,58,64,64,64,62,63,63,63,62,62,62,62,63,63,63,63,63,325000
54,68,0,0.001481578,61,42,48,38,38,38,37,37,37,37,37,37,37,37,39,38,38,38,39,130000
71,71,0.044052863,0.011447191,72,71,61,50,50,50,49,49,49,49,49,51,51,51,51,55,55,55,51,1400000
68,68,0.002202643,0.004329611,68,53,55,54,54,54,61,57,57,57,61,58,58,58,64,60,60,60,64,650000
71,71,0.011013216,0.01294879,68,65,36,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,1700000
69,73,0.030837004,0.010946658,70,63,63,66,66,66,69,68,68,68,69,68,68,68,68,67,67,67,68,1100000
61,61,0,0.001561663,60,60,49,61,61,61,63,62,62,62,63,61,61,61,63,58,58,58,63,260000
63,63,0,0.00218733,61,60,58,57,57,57,59,58,58,58,59,60,60,60,60,61,61,61,60,290000
56,65,0.00660793,0.023071754,64,52,44,53,53,53,57,55,55,55,57,54,54,54,56,50,50,50,56,140000
72,72,0.008810573,0.025462117,71,69,72,73,73,73,71,71,71,71,71,70,70,70,69,63,63,63,69,3200000
58,63,0,0.001031098,63,53,40,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,120000
73,73,0.04845815,0.039477043,70,68,66,68,68,68,74,73,73,73,74,74,74,74,73,69,69,69,73,4200000
59,72,0.004405286,0.003473699,77,56,57,55,55,55,59,58,58,58,59,60,60,60,60,59,59,59,60,280000
69,69,0.019577911,0.023071754,73,63,50,55,55,55,60,58,58,58,60,58,58,58,61,60,60,60,61,2481203.671
47,61,0,0.000560597,65,39,37,47,47,47,50,48,48,48,50,48,48,48,49,42,42,42,49,60000
72,72,0.037444934,0.008944526,73,72,81,59,59,59,60,60,60,60,60,63,63,63,64,68,68,68,64,950000
65,77,0,0.008443993,68,63,65,65,65,65,66,65,65,65,66,64,64,64,65,60,60,60,65,975000
68,71,0.008810573,0.006942394,68,63,61,61,61,61,66,64,64,64,66,65,65,65,67,65,65,65,67,950000
67,67,0.002202643,0.00113621,69,67,64,62,62,62,61,61,61,61,61,61,61,61,61,64,64,64,61,160000
71,71,0.013215859,0.006441861,68,71,75,72,72,72,69,71,71,71,69,70,70,70,69,71,71,71,69,725000
70,85,0.068281938,0.023071754,74,69,68,64,64,64,70,68,68,68,70,68,68,68,70,67,67,67,70,3900000
68,69,0.028634361,0.007442927,74,61,63,46,46,46,43,43,43,43,43,42,42,42,45,46,46,46,45,825000
56,67,0,0.000805858,67,48,36,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,120000
70,79,0.022026432,0.023071754,69,62,62,70,70,70,70,71,71,71,70,71,71,71,69,62,62,62,69,2800000
57,70,0,0.001626732,63,45,40,42,42,42,40,40,40,40,40,40,40,40,43,44,44,44,43,180000
49,74,0,0.00090096,66,50,49,49,49,49,48,49,49,49,48,48,48,48,47,43,43,43,47,70000
56,70,0,0.001531631,64,47,40,46,46,46,50,48,48,48,50,47,47,47,52,47,47,47,52,170000
65,72,0.004405286,0.008944526,69,61,49,66,66,66,59,62,62,62,59,58,58,58,56,51,51,51,56,775000
65,65,0.002202643,0.003438662,64,57,48,54,54,54,52,51,51,51,52,52,52,52,53,56,56,56,53,400000
66,66,0.011013216,0.004269547,66,63,56,60,60,60,62,62,62,62,62,65,65,65,63,65,65,65,63,525000
60,63,0,0.00166177,62,60,45,60,60,60,62,61,61,61,62,60,60,60,62,59,59,59,62,260000
67,68,0.004405286,0.009445059,70,68,63,65,65,65,68,68,68,68,68,69,69,69,68,68,68,68,68,875000
61,65,0.011013216,0.001861983,75,53,41,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,230000
61,67,0,0.002127266,68,49,49,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,250000
64,68,0.002202643,0.003753998,65,60,52,55,55,55,54,55,55,55,54,56,56,56,56,60,60,60,56,500000
62,62,0,0.001376466,65,60,67,63,63,63,64,64,64,64,64,64,64,64,63,63,63,63,63,230000
58,68,0,0.001296381,72,47,39,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,160000
58,67,0,0.001696807,68,43,51,57,57,57,58,58,58,58,58,57,57,57,59,53,53,53,59,190000
75,75,0,0.046985039,75,75,82,75,75,75,75,76,76,76,75,76,76,76,76,77,77,77,76,4500000
60,75,0.00660793,0.023071754,67,54,56,61,61,61,56,59,59,59,56,57,57,57,54,51,51,51,54,450000
75,75,0.101321586,0.036974378,76,70,75,70,70,70,72,72,72,72,72,74,74,74,73,76,76,76,73,3900000
63,67,0,0.002692868,70,50,27,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,350000
63,66,0,0.00332354,64,58,45,64,64,64,56,59,59,59,56,55,55,55,55,50,50,50,55,475000
57,64,0,0.001176253,66,50,48,58,58,58,58,58,58,58,58,57,57,57,57,51,51,51,57,150000
69,69,0.004405286,0.000445474,68,66,55,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,70000
72,72,0.024229075,0.022458919,68,66,66,72,72,72,71,72,72,72,71,72,72,72,73,73,73,73,73,3100000
62,73,0.002202643,0.004940261,66,54,60,61,61,61,65,63,63,63,65,62,62,62,63,53,53,53,63,525000
67,67,0,0.005440794,64,70,65,62,62,62,65,65,65,65,65,66,66,66,66,68,68,68,66,750000
67,67,0.033039648,0.005440794,69,64,67,64,64,64,64,65,65,65,64,66,66,66,65,67,67,67,65,575000
65,65,0,0.001311397,64,56,61,49,49,49,47,47,47,47,47,49,49,49,51,56,56,56,51,220000
69,72,0.004405286,0.011947724,69,59,59,50,50,50,46,46,46,46,46,46,46,46,48,50,50,50,48,1100000
61,71,0.002202643,0.003338556,69,57,61,54,54,54,60,57,57,57,60,59,59,59,61,58,58,58,61,400000
58,70,0,0.001386477,64,47,44,40,40,40,37,37,37,37,37,37,37,37,38,40,40,40,38,200000
74,74,0.019577911,0.023071754,75,79,70,56,56,56,55,54,54,54,55,56,56,56,57,62,62,62,57,2481203.671
67,70,0.004405286,0.006441861,66,59,62,67,67,67,68,68,68,68,68,67,67,67,66,60,60,60,66,975000
67,79,0.011013216,0.012448257,72,60,68,57,57,57,60,59,59,59,60,61,61,61,61,63,63,63,61,1200000
64,65,0,0.002787969,64,48,50,45,45,45,43,43,43,43,43,44,44,44,48,50,50,50,48,400000
67,67,0.022026432,0.005440794,68,64,69,68,68,68,64,65,65,65,64,62,62,62,63,53,53,53,63,725000
63,63,0,0.002302452,65,66,66,51,51,51,59,57,57,57,59,61,61,61,61,64,64,64,61,350000
51,68,0,0.000625666,65,47,41,47,47,47,48,48,48,48,48,50,50,50,50,51,51,51,50,70000
70,74,0.008810573,0.018955187,69,71,72,66,66,66,70,69,69,69,70,71,71,71,70,71,71,71,70,2300000
63,71,0.002202643,0.003743987,64,66,63,62,62,62,62,63,63,63,62,64,64,64,63,64,64,64,63,525000
64,69,0,0.003753998,64,55,67,50,50,50,52,52,52,52,52,55,55,55,56,60,60,60,56,500000
59,62,0,0.001076146,62,55,50,43,43,43,44,43,43,43,44,45,45,45,47,48,48,48,47,160000
59,79,0.008810573,0.003929185,83,46,50,42,42,42,39,39,39,39,39,39,39,39,41,43,43,43,41,280000
68,74,0.00660793,0.011947724,67,54,64,69,69,69,63,66,66,66,63,64,64,64,63,58,58,58,63,1200000
73,77,0.013215859,0.039977576,71,71,34,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,3700000
58,68,0,0.00167178,64,52,55,55,55,55,59,57,57,57,59,57,57,57,59,53,53,53,59,210000
70,79,0.013215859,0.019956253,73,60,52,49,49,49,48,48,48,48,48,48,48,48,51,53,53,53,51,2400000
57,65,0,0.001026093,67,49,59,52,52,52,57,56,56,56,57,58,58,58,58,58,58,58,58,150000
69,69,0.015418502,0.010946658,70,68,65,69,69,69,69,69,69,69,69,68,68,68,68,65,65,65,68,1100000
59,61,0,0.001081151,68,52,41,40,40,40,37,37,37,37,37,37,37,37,38,40,40,40,38,150000
64,72,0.004405286,0.004835149,65,57,55,64,64,64,65,64,64,64,65,63,63,63,64,58,58,58,64,675000
60,68,0.002202643,0.002863049,66,56,60,61,61,61,57,58,58,58,57,55,55,55,56,49,49,49,56,300000
55,55,0,0.000480512,54,54,52,48,48,48,48,48,48,48,48,48,48,48,50,50,50,50,50,70000
62,62,0.002202643,0.001251333,68,60,59,62,62,62,64,64,64,64,64,65,65,65,63,60,60,60,63,150000
65,68,0.004405286,0.005941328,67,63,57,64,64,64,65,65,65,65,65,66,66,66,66,65,65,65,66,675000
63,73,0.002202643,0.004940261,76,65,42,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,450000
65,65,0.00660793,0.023071754,62,64,64,61,61,61,65,64,64,64,65,65,65,65,66,64,64,64,66,525000
65,65,0,0.003743987,63,63,72,63,63,63,66,65,65,65,66,66,66,66,67,65,65,65,67,525000
67,67,0.008810573,0.023071754,69,61,58,56,56,56,55,55,55,55,55,55,55,55,58,58,58,58,58,625000
72,72,0.044052863,0.022458919,76,68,70,67,67,67,70,69,69,69,70,69,69,69,70,70,70,70,70,2600000
64,64,0.004405286,0.002292441,68,68,47,64,64,64,67,66,66,66,67,65,65,65,67,64,64,64,67,325000
72,72,0.046255507,0.023071754,67,70,70,69,69,69,71,71,71,71,71,72,72,72,72,72,72,72,72,3300000
60,72,0,0.002457617,65,58,64,49,49,49,54,53,53,53,54,56,56,56,57,58,58,58,57,325000
69,81,0.019823789,0.023071754,72,56,58,70,70,70,71,70,70,70,71,69,69,69,71,63,63,63,71,1900000
68,70,0,0.005941328,66,61,55,42,42,42,37,39,39,39,37,38,38,38,40,43,43,43,40,875000
59,66,0.002202643,0.001751866,64,57,58,55,55,55,58,58,58,58,58,60,60,60,59,60,60,60,59,220000
65,71,0.002202643,0.007442927,64,59,53,60,60,60,65,63,63,63,65,63,63,63,66,62,62,62,66,750000
54,70,0,0.001251333,65,46,49,53,53,53,56,54,54,54,56,54,54,54,54,47,47,47,54,140000
69,69,0.022026432,0.009445059,71,68,65,69,69,69,68,69,69,69,68,68,68,68,68,63,63,63,68,950000
65,75,0.004405286,0.00794346,70,57,58,64,64,64,65,64,64,64,65,64,64,64,65,58,58,58,65,850000
71,71,0.00660793,0.015451456,68,70,75,64,64,64,70,69,69,69,70,71,71,71,70,72,72,72,70,2000000
70,74,0.004405286,0.01294879,66,64,60,52,52,52,51,50,50,50,51,51,51,51,53,55,55,55,53,2000000
66,73,0.002202643,0.005440794,70,58,46,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,675000
76,76,0.046255507,0.048987171,79,75,56,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,4700000
52,62,0,0.000490522,64,38,31,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,60000
70,74,0.004405286,0.02095732,69,62,63,59,59,59,64,62,62,62,64,62,62,62,67,64,64,64,67,1900000
72,77,0.013215859,0.044982907,71,71,64,69,69,69,73,71,71,71,73,71,71,71,72,66,66,66,72,4200000
66,72,0.002202643,0.006942394,68,66,64,60,60,60,63,63,63,63,63,64,64,64,65,66,66,66,65,875000
58,65,0.002202643,0.002052186,64,56,52,59,59,59,59,59,59,59,59,59,59,59,59,55,55,55,59,180000
69,70,0.019823789,0.023071754,68,67,58,69,69,69,71,70,70,70,71,69,69,69,70,62,62,62,70,1200000
72,74,0.004405286,0.02095732,67,69,65,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,2600000
57,75,0,0.002117255,67,45,51,53,53,53,57,55,55,55,57,55,55,55,57,50,50,50,57,210000
59,67,0,0.001606711,63,48,44,59,59,59,54,55,55,55,54,51,51,51,52,43,43,43,52,230000
68,69,0.035242291,0.023071754,68,55,66,64,64,64,69,68,68,68,69,68,68,68,70,65,65,65,70,1100000
62,79,0.002202643,0.007442927,77,47,51,56,56,56,62,61,61,61,62,63,63,63,61,60,60,60,61,650000
69,78,0.011013216,0.011947724,69,64,60,62,62,62,65,63,63,63,65,63,63,63,66,64,64,64,66,1400000
71,71,0.061674009,0.016452522,76,71,82,58,58,58,62,61,61,61,62,65,65,65,65,68,68,68,65,1800000
58,60,0.002202643,0.001271354,63,61,39,48,48,48,52,51,51,51,52,53,53,53,53,54,54,54,53,120000
67,67,0.013215859,0.006441861,68,61,64,63,63,63,67,66,66,66,67,67,67,67,67,65,65,65,67,725000
66,67,0.013215859,0.005941328,75,62,54,51,51,51,57,54,54,54,57,55,55,55,60,57,57,57,60,625000
65,65,0.002202643,0.000935997,68,60,56,60,60,60,61,60,60,60,61,60,60,60,60,60,60,60,60,160000
60,67,0.019577911,0.023071754,60,47,56,61,61,61,62,60,60,60,62,59,59,59,61,53,53,53,61,2481203.671
67,72,0.002202643,0.005941328,64,63,54,59,59,59,59,60,60,60,59,60,60,60,61,63,63,63,61,850000
65,65,0.004405286,0.00453483,63,56,67,61,61,61,64,63,63,63,64,65,65,65,65,66,66,66,65,525000
68,68,0.00660793,0.004314595,67,68,65,60,60,60,61,61,61,61,61,61,61,61,63,64,64,64,63,700000
62,62,0.002202643,0.00098605,62,79,67,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,120000
72,72,0,0.021457853,75,72,75,72,72,72,75,75,75,75,75,76,76,76,76,76,76,76,76,2000000
60,72,0,0.003513742,70,59,60,50,50,50,54,52,52,52,54,51,51,51,54,50,50,50,54,325000
59,67,0.002202643,0.023071754,65,52,49,59,59,59,54,55,55,55,54,53,53,53,53,47,47,47,53,230000
55,67,0.002202643,0.001096167,67,54,57,55,55,55,54,54,54,54,54,51,51,51,54,48,48,48,54,160000
59,75,0.004405286,0.004044307,77,53,48,54,54,54,57,57,57,57,57,59,59,59,58,59,59,59,58,325000
59,77,0,0.003148353,64,49,58,54,54,54,58,58,58,58,58,59,59,59,59,56,56,56,59,325000
62,66,0,0.001861983,67,52,36,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,270000
68,68,0.026431718,0.006441861,67,63,55,58,58,58,62,61,61,61,62,62,62,62,64,64,64,64,64,700000
68,74,0.011013216,0.023071754,70,65,58,68,68,68,65,67,67,67,65,64,64,64,63,57,57,57,63,1200000
64,64,0,0.002807991,67,56,45,53,53,53,56,56,56,56,56,59,59,59,60,64,64,64,60,425000
55,55,0,0.00046049,60,53,42,52,52,52,54,53,53,53,54,53,53,53,54,52,52,52,54,60000
60,65,0.002202643,0.002492655,62,54,58,60,60,60,58,57,57,57,58,54,54,54,57,48,48,48,57,280000
60,64,0,0.002002132,69,56,58,57,57,57,63,60,60,60,63,61,61,61,62,59,59,59,62,220000
64,79,0.002202643,0.008944526,65,60,58,60,60,60,64,64,64,64,64,66,66,66,65,64,64,64,65,950000
64,65,0.004405286,0.004940261,64,54,49,64,64,64,57,59,59,59,57,55,55,55,55,49,49,49,55,550000
70,70,0.017621145,0.016953055,68,66,73,68,68,68,68,69,69,69,68,69,69,69,69,70,70,70,69,1800000
65,72,0,0.004654958,66,57,53,54,54,54,50,51,51,51,50,51,51,51,52,54,54,54,52,650000
56,66,0,0.001011077,67,54,40,38,38,38,36,36,36,36,36,35,35,35,37,38,38,38,37,130000
58,64,0.002202643,0.001206285,63,60,49,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,130000
52,70,0,0.000875933,67,50,47,50,50,50,51,51,51,51,51,52,52,52,53,52,52,52,53,100000
71,71,0.046255507,0.01945572,69,73,73,69,69,69,72,71,71,71,72,71,71,71,73,72,72,72,73,2300000
68,69,0.013215859,0.008443993,71,58,50,64,64,64,69,66,66,66,69,66,66,66,68,61,61,61,68,1100000
60,71,0,0.002457617,66,50,49,55,55,55,57,57,57,57,57,59,59,59,57,60,60,60,57,325000
57,69,0,0.001691802,65,53,51,55,55,55,58,57,57,57,58,58,58,58,59,57,57,57,59,180000
70,74,0.015418502,0.01945572,69,68,63,70,70,70,73,72,72,72,73,71,71,71,71,65,65,65,71,2400000
60,65,0,0.001576679,60,53,49,44,44,44,49,46,46,46,49,47,47,47,52,49,49,49,52,230000
68,76,0.019823789,0.023071754,68,64,59,66,66,66,70,69,69,69,70,69,69,69,70,68,68,68,70,1300000
61,70,0,0.002477639,68,56,31,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,290000
73,74,0.019823789,0.029966915,72,72,66,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,3200000
70,80,0.017621145,0.023960518,77,64,64,64,64,64,68,68,68,68,68,69,69,69,70,70,70,70,70,2800000
58,76,0,0.002407564,66,43,48,59,59,59,53,56,56,56,53,52,52,52,51,44,44,44,51,250000
62,62,0.004405286,0.001676786,64,64,58,58,58,58,60,59,59,59,60,58,58,58,61,58,58,58,61,240000
64,70,0.002202643,0.005440794,67,63,44,55,55,55,62,61,61,61,62,64,64,64,63,64,64,64,63,600000
58,68,0,0.001411503,65,56,46,52,52,52,59,55,55,55,59,56,56,56,59,53,53,53,59,190000
66,70,0.002202643,0.004940261,71,65,62,52,52,52,59,55,55,55,59,57,57,57,62,59,59,59,62,700000
58,67,0,0.001636743,70,44,52,56,56,56,59,58,58,58,59,57,57,57,59,50,50,50,59,200000
66,77,0.011013216,0.023071754,66,65,47,66,66,66,68,67,67,67,68,64,64,64,66,55,55,55,66,1100000
57,69,0.00660793,0.001616722,76,52,45,43,43,43,43,43,43,43,43,42,42,42,43,43,43,43,43,160000
54,65,0,0.000635677,65,50,37,38,38,38,35,35,35,35,35,34,34,34,36,36,36,36,36,90000
69,74,0.00660793,0.009445059,68,63,61,64,64,64,66,66,66,66,66,68,68,68,67,71,71,71,67,1200000
66,66,0.002202643,0.003143348,65,62,61,62,62,62,64,62,62,62,64,62,62,62,64,63,63,63,64,475000
69,69,0.011013216,0.006441861,67,71,69,70,70,70,69,70,70,70,69,69,69,69,68,63,63,63,68,1000000
61,61,0,0.000951013,63,52,30,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,150000
67,85,0.022026432,0.019956253,79,66,59,68,68,68,68,68,68,68,68,66,66,66,66,58,58,58,66,1600000
61,71,0.002202643,0.003353572,64,56,54,43,43,43,40,40,40,40,40,41,41,41,42,45,45,45,42,350000
57,66,0,0.001096167,63,52,48,58,58,58,55,56,56,56,55,54,54,54,54,46,46,46,54,160000
68,68,0.013215859,0.023071754,69,61,65,56,56,56,59,58,58,58,59,62,62,62,61,66,66,66,61,600000
67,77,0,0.01445039,77,68,63,68,68,68,70,70,70,70,70,70,70,70,70,65,65,65,70,1300000
68,74,0.004405286,0.008944526,70,58,49,47,47,47,47,46,46,46,47,49,49,49,50,55,55,55,50,1000000
70,85,0.00660793,0.049487704,78,72,70,66,66,66,69,69,69,69,69,70,70,70,70,71,71,71,70,3800000
59,66,0,0.001791908,67,59,53,50,50,50,53,52,52,52,53,55,55,55,55,57,57,57,55,190000
60,72,0,0.002752932,70,55,58,53,53,53,56,56,56,56,56,58,58,58,58,61,61,61,58,375000
59,74,0,0.003308524,66,56,58,59,59,59,59,60,60,60,59,59,59,59,58,51,51,51,58,325000
65,82,0.002202643,0.011947724,69,70,62,67,67,67,67,68,68,68,67,67,67,67,66,60,60,60,66,1100000
63,71,0,0.023071754,64,61,45,46,46,46,45,45,45,45,45,46,46,46,47,49,49,49,47,475000
69,75,0,0.011947724,75,62,54,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,1100000
60,70,0.002202643,0.003353572,66,46,54,61,61,61,56,59,59,59,56,55,55,55,55,49,49,49,55,350000
63,63,0.002202643,0.002938129,71,55,53,64,64,64,62,62,62,62,62,60,60,60,61,55,55,55,61,400000
66,78,0,0.009945592,67,61,64,67,67,67,67,68,68,68,67,65,65,65,65,55,55,55,65,1200000
63,64,0.013215859,0.023071754,66,56,57,61,61,61,63,62,62,62,63,63,63,63,64,62,62,62,64,450000
72,72,0.04185022,0.023459985,72,71,74,73,73,73,70,71,71,71,70,70,70,70,69,66,66,66,69,2800000
64,64,0.002202643,0.003738982,69,62,56,65,65,65,59,62,62,62,59,59,59,59,58,53,53,53,58,475000
68,68,0.004405286,0.004940261,70,57,49,55,55,55,53,52,52,52,53,52,52,52,54,55,55,55,54,675000
69,69,0.019823789,0.005440794,70,70,42,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,600000
57,67,0.002202643,0.001456551,72,49,57,54,54,54,58,57,57,57,58,57,57,57,59,54,54,54,59,160000
73,74,0,0.053992502,72,70,71,72,72,72,75,74,74,74,75,73,73,73,74,68,68,68,74,4800000
69,69,0.004405286,0.003003198,67,64,72,64,64,64,68,67,67,67,68,70,70,70,68,69,69,69,68,350000
66,67,0.008810573,0.023071754,70,62,53,61,61,61,62,61,61,61,62,61,61,61,63,62,62,62,63,625000
54,67,0.002202643,0.023071754,62,50,53,54,54,54,56,56,56,56,56,56,56,56,56,51,51,51,56,130000
67,71,0.017621145,0.009945592,72,65,62,68,68,68,66,67,67,67,66,66,66,66,65,60,60,60,65,1000000
61,77,0.00660793,0.006441861,78,57,50,50,50,50,54,52,52,52,54,51,51,51,55,51,51,51,55,500000
70,77,0.004405286,0.017954121,66,58,53,66,66,66,71,68,68,68,71,67,67,67,71,62,62,62,71,2500000
54,70,0,0.001251333,71,43,42,40,40,40,38,38,38,38,38,36,36,36,39,38,38,38,39,130000
72,72,0.050660793,0.017954121,71,60,64,51,51,51,50,50,50,50,50,51,51,51,53,57,57,57,53,2100000
71,71,0.019823789,0.010946658,73,63,66,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,1400000
